"","X","TimeCriteria","RecordID","Time","x","y","Label1","Label2","Label3","Label4","Planet","dis","rad","deg","postime","scorestate","biscorecounter","curstates","comstates","dis_trav"
"172",627,"3rd Quarter",60,796,29,17,"Shot","Miss","",NA,"mars",2,-1.5707963267949,-90,5,0,0,9,9,93.8861130383279
"173",633,"3rd Quarter",61,885,27,18,"Shot","Miss","",NA,"mars",4.12310562561766,-1.32581766366803,-75.9637565320735,6,0,0,10,10,84.9795634659051
"174",653,"3rd Quarter",62,980,36,21,"Shot","Miss","",NA,"mars",6.40312423743285,0.896055384571344,51.3401917459099,20,0,0,10,10,155.779844548894
"175",668,"3rd Quarter",64,1148,34,17,"Shot","Score","",NA,"mars",3,1.5707963267949,90,4,2,1,9,9.2,91.0049175217619
"176",675,"3rd Quarter",65,1179,8,21,"Shot","Score","",NA,"mars",23.3452350598575,-1.39860551227196,-80.1341930569156,5,2,1,2,2.2,106.099115062593
"177",703,"3rd Quarter",67,1413,35,18,"Shot","Miss","",NA,"mars",4.12310562561766,1.32581766366803,75.9637565320735,11,0,0,10,10,108.885200170665
"178",719,"3rd Quarter",68,1504,23,31,"Shot","Score","",NA,"mars",16.1245154965971,-0.519146114246523,-29.7448812969422,15,2,1,10,10.2,112.544106655581
"179",732,"4th Quarter",69,19,35,18,"Shot","Miss","",NA,"mars",4.12310562561766,1.32581766366803,75.9637565320735,12,0,0,10,10,103.58006451923
"180",740,"4th Quarter",70,49,35,17,"Shot","Miss","",NA,"mars",4,1.5707963267949,90,6,0,0,9,9,113.48068952176
"181",751,"4th Quarter",71,92,10,21,"Shot","Score","",NA,"mars",21.3775583264319,-1.38257482149013,-79.2157021324374,8,2,1,4,4.2,136.979093203497
"182",770,"4th Quarter",72,166,10,23,"Shot","Score","",NA,"mars",21.8403296678416,-1.29249666778979,-74.0546040990772,14,2,1,4,4.2,173.055641500886
"183",786,"4th Quarter",73,204,27,19,"Shot","Score","",NA,"mars",4.47213595499958,-1.10714871779409,-63.434948822922,13,2,1,10,10.2,168.412951751595
"184",816,"4th Quarter",75,365,53,22,"Shot","Miss","",NA,"mars",22.561028345357,1.34731972565426,77.1957339347132,3,0,0,3,3,59.1047947238142
"185",824,"4th Quarter",76,388,51,27,"Shot","Score","",NA,"mars",22.3606797749979,1.10714871779409,63.434948822922,6,2,1,5,5.2,80.7758058013795
"186",850,"4th Quarter",78,474,32,38,"Shot","Score","",NA,"mars",21.0237960416286,0.0475831032769834,2.72631099390627,25,2,1,11,11.2,229.717213301948
"187",862,"4th Quarter",79,552,51,24,"Shot","Miss","",NA,"mars",21.1896201004171,1.23412150740817,70.7099537808113,10,0,0,3,3,152.200847318826
"188",868,"4th Quarter",80,570,11,27,"Shot","Score","",NA,"mars",22.3606797749979,-1.10714871779409,-63.434948822922,5,2,1,6,6.2,89.8320861472658
"189",893,"4th Quarter",82,666,47,33,"Shot","Miss","",NA,"mars",22.6274169979695,0.785398163397448,45,8,0,0,5,5,89.47541089984
"190",916,"4th Quarter",84,791,35,19,"Shot","Miss","",NA,"mars",4.47213595499958,1.10714871779409,63.434948822922,6,0,0,10,10,78.3613891924042
"191",942,"4th Quarter",86,873,25,37,"Shot","Score","",NA,"mars",20.8806130178211,-0.291456794477867,-16.6992442339936,12,2,1,11,11.2,167.09829214617
"192",980,"4th Quarter",88,1025,29,19,"Shot","Score","",NA,"mars",2.82842712474619,-0.785398163397448,-45,16,2,1,9,9.2,183.678135051798
"193",997,"4th Quarter",89,1150,18,35,"Shot","Score","",NA,"mars",22.2036033111745,-0.625485040239229,-35.8376529542783,15,2,1,6,6.2,155.745588687727
"194",15,"1st Quarter",2,40,26,18,"Shot","Miss","",NA,"mars",5.09901951359278,-1.37340076694502,-78.6900675259798,19,0,0,10,10,111.904553727603
"195",24,"1st Quarter",5,73,33,17,"Shot","Score","",NA,"mars",2,1.5707963267949,90,3,2,1,9,9.2,64.3286380435079
"196",57,"1st Quarter",13,327,29,19,"Shot","Score","",NA,"mars",2.82842712474619,-0.785398163397448,-45,1,2,1,9,9.2,13.4536240470737
"197",76,"1st Quarter",15,377,40,17,"Shot","Miss","",NA,"mars",9,1.5707963267949,90,16,0,0,3,3,133.588168876106
"198",90,"1st Quarter",18,420,35,18,"Shot","Score","",NA,"mars",4.12310562561766,1.32581766366803,75.9637565320735,2,2,1,10,10.2,41.4350404282554
"199",107,"1st Quarter",21,524,48,19,"Shot","Miss","",NA,"mars",17.1172427686237,1.45368758222803,83.2901631922431,16,0,0,3,3,113.577891850839
"200",121,"1st Quarter",24,597,29,20,"Shot","Miss","",NA,"mars",3.60555127546399,-0.588002603547568,-33.6900675259798,15,0,0,9,9,99.0620610961263
"201",145,"1st Quarter",29,769,29,18,"Shot","Miss","",NA,"mars",2.23606797749979,-1.10714871779409,-63.434948822922,6,0,0,9,9,93.1426544264365
"202",163,"1st Quarter",32,872,37,33,"Shot","Miss","",NA,"mars",17.0880074906351,0.358770670270572,20.5560452195835,16,0,0,11,11,108.742509094666
"203",173,"1st Quarter",34,902,49,27,"Shot","Score","",NA,"mars",20.591260281974,1.06369782240256,60.9453959009229,13,2,1,5,5.2,116.859337388034
"204",218,"1st Quarter",39,1198,24,21,"Shot","Miss","",NA,"mars",8.06225774829855,-1.05165021254837,-60.2551187030578,25,0,0,10,10,228.890628887789
"205",229,"1st Quarter",41,1225,28,20,"Shot","Miss","",NA,"mars",4.24264068711928,-0.785398163397448,-45,7,0,0,10,10,95.1236953143416
"206",244,"1st Quarter",44,1294,33,20,"Shot","Miss","",NA,"mars",3.60555127546399,0.588002603547568,33.6900675259798,13,0,0,9,9,138.541084056701
"207",263,"1st Quarter",47,1351,16,31,"Shot","Miss","",NA,"mars",20.5182845286832,-0.819867264396956,-46.974934010882,16,0,0,6,6,190.228527586618
"208",276,"1st Quarter",48,1365,28,18,"Shot","Score","",NA,"mars",3.16227766016838,-1.24904577239825,-71.565051177078,13,2,1,9,9.2,94.1421560672139
"209",285,"2nd Quarter",51,15,35,17,"Shot","Miss","",NA,"mars",4,1.5707963267949,90,11,0,0,9,9,92.5022518642189
"210",295,"2nd Quarter",56,122,38,39,"Shot","Score","",NA,"mars",23.0867927612304,0.308052781023776,17.6501242199301,8,2,1,11,11.2,77.7546535946506
"211",350,"2nd Quarter",63,438,29,18,"Shot","Score","",NA,"mars",2.23606797749979,-1.10714871779409,-63.434948822922,10,2,1,9,9.2,141.856598248544
"212",394,"2nd Quarter",74,677,34,17,"Shot","Score","",NA,"mars",3,1.5707963267949,90,4,2,1,9,9.2,77.9828009951656
"213",414,"2nd Quarter",77,730,32,17,"Shot","Score","",NA,"mars",1,1.5707963267949,90,14,2,1,9,9.2,152.71160071911
"214",448,"2nd Quarter",86,978,16,27,"Shot","Miss","",NA,"mars",18.0277563773199,-0.982793723247329,-56.3099324740202,17,0,0,6,6,165.842100824987
"215",463,"2nd Quarter",89,1103,11,24,"Shot","Miss","",NA,"mars",21.1896201004171,-1.23412150740817,-70.7099537808113,11,0,0,4,4,136.312328227455
"216",494,"2nd Quarter",93,1165,12,27,"Shot","Miss","",NA,"mars",21.4709105535839,-1.08631839775787,-62.24145939894,13,0,0,6,6,136.885125556217
"217",515,"2nd Quarter",96,1281,54,18,"Shot","Score","",NA,"mars",23.0217288664427,1.52734543140337,87.5104470780009,16,2,1,1,1.2,171.396257065985
"218",552,"2nd Quarter",100,1440,35,18,"Shot","Miss","",NA,"mars",4.12310562561766,1.32581766366803,75.9637565320735,20,0,0,10,10,73.6242617818451
"219",555,"2nd Quarter",101,1466,37,21,"Shot","Score","",NA,"mars",7.21110255092798,0.982793723247329,56.3099324740202,2,2,1,10,10.2,29.0622577482985
"220",592,"3rd Quarter",105,135,32,23,"Shot","Miss","",NA,"mars",6.08276253029822,0.165148677414627,9.46232220802562,15,0,0,10,10,161.290454702313
"221",625,"3rd Quarter",109,268,20,36,"Shot","Score","",NA,"mars",21.9544984001001,-0.524795771650107,-30.0685828218625,6,2,1,11,11.2,63.9740835950627
"222",642,"3rd Quarter",112,305,33,18,"Shot","Score","",NA,"mars",2.23606797749979,1.10714871779409,63.434948822922,2,2,1,9,9.2,41.6397153495558
"223",650,"3rd Quarter",114,331,32,17,"Shot","Score","",NA,"mars",1,1.5707963267949,90,5,2,1,9,9.2,92.6308637471118
"224",669,"3rd Quarter",116,362,34,17,"Shot","Score","",NA,"mars",3,1.5707963267949,90,17,2,1,9,9.2,170.99540843004
"225",715,"3rd Quarter",125,498,41,35,"Shot","Score","",NA,"mars",20.591260281974,0.507098504392337,29.0546040990771,11,2,1,11,11.2,97.5917482120711
"226",734,"3rd Quarter",129,554,52,17,"Shot","Miss","",NA,"mars",21,1.5707963267949,90,8,0,0,3,3,109.838091001552
"227",750,"3rd Quarter",131,593,29,16,"Shot","Miss","",NA,"mars",2.23606797749979,1.10714871779409,63.434948822922,13,0,0,10,10,135.31854315508
"228",763,"3rd Quarter",132,608,10,19,"Shot","Miss","",NA,"mars",21.095023109729,-1.47584462045214,-84.5596679689945,11,0,0,4,4,83.7897317667209
"229",777,"3rd Quarter",134,631,36,21,"Shot","Miss","",NA,"mars",6.40312423743285,0.896055384571344,51.3401917459099,12,0,0,10,10,133.675657432273
"230",801,"3rd Quarter",137,787,40,37,"Shot","Score","",NA,"mars",21.9317121994613,0.422853926132941,24.2277453179542,10,2,1,11,11.2,118.272089376908
"231",822,"3rd Quarter",140,848,25,17,"Shot","Miss","",NA,"mars",6,-1.5707963267949,-90,8,0,0,10,10,67.0146929341239
"232",850,"3rd Quarter",146,998,28,19,"Shot","Miss","",NA,"mars",3.60555127546399,-0.982793723247329,-56.3099324740202,5,0,0,9,9,85.2652978388308
"233",872,"3rd Quarter",150,1129,29,17,"Shot","Score","",NA,"mars",2,-1.5707963267949,-90,4,2,1,9,9.2,82.0818488474801
"234",900,"4th Quarter",155,100,53,24,"Shot","Miss","",NA,"mars",23.0867927612304,1.26274354577112,72.3498757800699,6,0,0,3,3,90.9011561403597
"235",917,"4th Quarter",157,131,32,18,"Shot","Score","",NA,"mars",1.4142135623731,0.785398163397448,45,15,2,1,9,9.2,146.706100778901
"236",939,"4th Quarter",162,317,27,30,"Shot","Miss","",NA,"mars",13.6014705087354,-0.298498931586179,-17.1027289690524,11,0,0,10,10,153.610356110726
"237",954,"4th Quarter",165,366,10,18,"Shot","Miss","",NA,"mars",21.0237960416286,-1.52321322351791,-87.2736890060937,14,0,0,4,4,181.968045775597
"238",972,"4th Quarter",167,413,15,30,"Shot","Score","",NA,"mars",20.6155281280883,-0.888479771920149,-50.9061411137705,18,2,1,6,6.2,207.78639536723
"239",982,"4th Quarter",169,444,32,22,"Shot","Miss","",NA,"mars",5.09901951359278,0.197395559849881,11.3099324740202,7,0,0,10,10,108.937613201571
"240",994,"4th Quarter",171,480,22,37,"Shot","Miss","",NA,"mars",21.9317121994613,-0.422853926132941,-24.2277453179542,10,0,0,11,11,111.349489401915
"241",1023,"4th Quarter",175,621,32,18,"Shot","Score","",NA,"mars",1.4142135623731,0.785398163397448,45,7,2,1,9,9.2,119.572598509452
"242",1045,"4th Quarter",181,823,34,33,"Shot","Miss","",NA,"mars",16.2788205960997,0.185347949995695,10.6196552761551,10,0,0,11,11,138.424622687761
"243",1057,"4th Quarter",183,849,28,16,"Shot","Score","",NA,"mars",3.16227766016838,1.24904577239825,71.565051177078,9,2,1,10,10.2,127.568696506537
"244",1064,"4th Quarter",185,873,30,17,"Shot","Score","",NA,"mars",1,-1.5707963267949,-90,3,2,1,9,9.2,69.9839658801409
"245",1082,"4th Quarter",189,953,31,19,"Shot","Score","",NA,"mars",2,0,0,10,2,1,9,9.2,93.1163744939774
"246",1116,"4th Quarter",196,1093,41,36,"Shot","Miss","",NA,"mars",21.4709105535839,0.484477929037023,27.75854060106,24,0,0,11,11,163.093195806058
"247",20,"1st Quarter",2,37,25,18,"Shot","Miss","",NA,"mars",6.08276253029822,-1.40564764938027,-80.5376777919744,18,0,0,10,10,143.882455324328
"248",41,"1st Quarter",6,104,21,31,"Shot","Miss","",NA,"mars",17.2046505340853,-0.620249485982821,-35.5376777919744,6,0,0,6,6,85.0244070260188
"249",43,"1st Quarter",7,108,34,18,"Shot","Score","",NA,"mars",3.16227766016838,1.24904577239825,71.565051177078,2,2,1,9,9.2,3
"250",65,"1st Quarter",13,197,51,23,"Shot","Miss","",NA,"mars",20.8806130178211,1.27933953231703,73.3007557660064,7,0,0,3,3,101.137412060792
"251",76,"1st Quarter",16,240,26,22,"Shot","Score","",NA,"mars",7.07106781186548,-0.785398163397448,-45,1,2,1,10,10.2,13.3416640641263
"252",83,"1st Quarter",18,261,33,17,"Shot","Score","",NA,"mars",2,1.5707963267949,90,6,2,1,9,9.2,94.0509807290518
"253",92,"1st Quarter",24,298,26,23,"Shot","Miss","",NA,"mars",7.81024967590665,-0.694738276196703,-39.8055710922652,9,0,0,10,10,100.063430966019
"254",112,"1st Quarter",34,457,29,21,"Shot","Score","",NA,"mars",4.47213595499958,-0.463647609000806,-26.565051177078,7,2,1,10,10.2,103.773769025578
"255",129,"1st Quarter",40,513,28,20,"Shot","Score","",NA,"mars",4.24264068711928,-0.785398163397448,-45,5,2,1,10,10.2,73.1500283295012
"256",162,"1st Quarter",51,723,11,18,"Shot","Miss","",NA,"mars",20.0249843945008,-1.52083793107295,-87.1375947738883,1,0,0,4,4,13.4536240470737
"257",218,"1st Quarter",62,942,28,38,"Shot","Miss","",NA,"mars",21.2132034355964,-0.141897054604164,-8.13010235415598,16,0,0,11,11,127.640709397617
"258",238,"1st Quarter",66,1015,34,17,"Shot","Score","",NA,"mars",3,1.5707963267949,90,3,2,1,9,9.2,41.6134512042634
"259",277,"2nd Quarter",74,39,32,25,"Shot","Score","",NA,"mars",8.06225774829855,0.124354994546761,7.1250163489018,11,2,1,10,10.2,131.801510344886
"260",289,"2nd Quarter",76,63,30,39,"Shot","Miss","",NA,"mars",22.0227155455452,-0.045423279421577,-2.60256220249981,11,0,0,11,11,123.067846034088
"261",293,"2nd Quarter",78,77,33,18,"Shot","Miss","",NA,"mars",2.23606797749979,1.10714871779409,63.434948822922,3,0,0,9,9,40.9566716990436
"262",308,"2nd Quarter",80,115,30,17,"Shot","Score","",NA,"mars",1,-1.5707963267949,-90,15,2,1,9,9.2,118.877356228098
"263",315,"2nd Quarter",82,140,28,17,"Shot","Score","",NA,"mars",3,-1.5707963267949,-90,6,2,1,9,9.2,86.8605611316961
"264",321,"2nd Quarter",85,265,51,25,"Shot","Miss","",NA,"mars",21.540659228538,1.19028994968253,68.1985905136482,5,0,0,3,3,69.944849667499
"265",335,"2nd Quarter",86,281,25,12,"Shot","Score","",NA,"mars",7.81024967590665,0.876058050598193,50.1944289077348,13,2,1,10,10.2,135.86964141099
"266",373,"2nd Quarter",95,416,15,17,"Shot","Miss","",NA,"mars",16,-1.5707963267949,-90,15,0,0,4,4,173.462894142937
"267",383,"2nd Quarter",98,438,17,37,"Shot","Score","",NA,"mars",24.4131112314674,-0.610725964389209,-34.9920201985587,11,2,1,8,8.2,107.668205233667
"268",395,"2nd Quarter",100,494,34,16,"Shot","Score","",NA,"mars",3.16227766016838,-1.24904577239825,-71.565051177078,12,2,1,10,10.2,137.465379559797
"269",418,"2nd Quarter",103,558,38,37,"Shot","Miss","",NA,"mars",21.1896201004171,0.336674819386727,19.2900462191887,6,0,0,11,11,65.4230463987255
"270",420,"2nd Quarter",104,563,27,18,"Shot","Score","",NA,"mars",4.12310562561766,-1.32581766366803,-75.9637565320735,2,2,1,10,10.2,2.82842712474619
"271",430,"2nd Quarter",107,595,28,41,"Shot","Miss","",NA,"mars",24.1867732448956,-0.124354994546761,-7.1250163489018,10,0,0,11,11,113.52162252525
"272",444,"2nd Quarter",108,613,12,28,"Shot","Score","",NA,"mars",21.9544984001001,-1.04600055514479,-59.9314171781376,14,2,1,6,6.2,112.090561631056
"273",455,"2nd Quarter",110,769,53,19,"Shot","Miss","",NA,"mars",22.0907220343745,1.48013643959415,84.8055710922652,10,0,0,3,3,123.133179057961
"274",460,"2nd Quarter",111,778,11,17,"Shot","Miss","",NA,"mars",20,-1.5707963267949,-90,5,0,0,4,4,69.39724437248
"275",480,"2nd Quarter",113,838,31,31,"Shot","Miss","",NA,"mars",14,0,0,17,0,0,10,10,200.167629055146
"276",482,"2nd Quarter",114,842,31,18,"Shot","Score","",NA,"mars",1,0,0,1,2,1,9,9.2,3
"277",495,"2nd Quarter",116,869,10,22,"Shot","Miss","",NA,"mars",21.5870331449229,-1.337053145926,-76.6075022462489,12,0,0,4,4,134.21809428292
"278",513,"2nd Quarter",118,900,12,16,"Shot","Miss","",NA,"mars",19.0262975904404,1.51821326518395,86.9872124958167,18,0,0,10,10,196.103338164072
"279",535,"2nd Quarter",123,980,33,17,"Shot","Score","",NA,"mars",2,1.5707963267949,90,13,2,1,9,9.2,172.482688037635
"280",545,"3rd Quarter",124,20,52,20,"Shot","Score","",NA,"mars",21.2132034355964,1.42889927219073,81.869897645844,11,2,1,3,3.2,137.863739705643
"281",574,"3rd Quarter",127,103,31,45,"Shot","Miss","",NA,"mars",28,0,0,25,0,0,12,12,278.459901286517
"282",586,"3rd Quarter",130,124,37,22,"Shot","Score","",NA,"mars",7.81024967590665,0.876058050598193,50.1944289077348,10,2,1,10,10.2,110.698197522625
"283",607,"3rd Quarter",132,161,27,35,"Shot","Miss","",NA,"mars",18.4390889145858,-0.218668945873942,-12.5288077091515,20,0,0,11,11,183.87999312498
"284",613,"3rd Quarter",136,226,28,18,"Shot","Miss","",NA,"mars",3.16227766016838,-1.24904577239825,-71.565051177078,4,0,0,9,9,67.4828152476974
"285",634,"3rd Quarter",139,271,32,22,"Shot","Miss","",NA,"mars",5.09901951359278,0.197395559849881,11.3099324740202,4,0,0,10,10,65.2422502339076
"286",645,"3rd Quarter",141,319,28,16,"Shot","Miss","",NA,"mars",3.16227766016838,1.24904577239825,71.565051177078,3,0,0,10,10,52.0111425953817
"287",652,"3rd Quarter",144,335,28,18,"Shot","Score","",NA,"mars",3.16227766016838,-1.24904577239825,-71.565051177078,5,2,1,9,9.2,75.6321053994918
"288",669,"3rd Quarter",146,372,33,18,"Shot","Score","",NA,"mars",2.23606797749979,1.10714871779409,63.434948822922,15,2,1,9,9.2,139.161253426579
"289",771,"3rd Quarter",172,728,10,22,"Shot","Miss","",NA,"mars",21.5870331449229,-1.337053145926,-76.6075022462489,14,0,0,4,4,144.32178463665
"290",773,"3rd Quarter",173,732,34,16,"Shot","Score","",NA,"mars",3.16227766016838,-1.24904577239825,-71.565051177078,2,2,1,10,10.2,3.60555127546399
"291",822,"3rd Quarter",181,887,29,16,"Shot","Miss","",NA,"mars",2.23606797749979,1.10714871779409,63.434948822922,15,0,0,10,10,166.797987600386
"292",841,"3rd Quarter",188,967,36,33,"Shot","Miss","",NA,"mars",16.7630546142402,0.302884868374971,17.3540246362613,9,0,0,11,11,90.6789124498096
"293",855,"3rd Quarter",189,982,26,19,"Shot","Miss","",NA,"mars",5.3851648071345,-1.19028994968253,-68.1985905136482,13,0,0,10,10,114.244909465775
"294",856,"3rd Quarter",191,986,31,25,"Shot","Score","",NA,"mars",8,0,0,0,2,1,10,10.2,0
"295",920,"4th Quarter",210,211,20,35,"Shot","Miss","",NA,"mars",21.095023109729,-0.548549402450528,-31.4295656148385,19,0,0,6,6,218.531782871585
"296",924,"4th Quarter",211,237,30,17,"Shot","Score","",NA,"mars",1,-1.5707963267949,-90,5,2,1,9,9.2,52.6108576470126
"297",939,"4th Quarter",214,311,36,20,"Shot","Score","",NA,"mars",5.8309518948453,1.03037682652431,59.0362434679265,16,2,1,10,10.2,127.564657141623
"298",958,"4th Quarter",216,341,16,15,"Shot","Score","",NA,"mars",15.1327459504216,1.43824479449822,82.4053566314086,14,2,1,10,10.2,163.789625949165
"299",975,"4th Quarter",219,379,50,24,"Shot","Miss","",NA,"mars",20.2484567313166,1.21780593896799,69.7751405688319,19,0,0,3,3,163.587119001484
"300",994,"4th Quarter",221,411,19,37,"Shot","Score","",NA,"mars",23.3238075793812,-0.540419500270584,-30.9637565320735,21,2,1,6,6.2,151.525612530223
"301",1010,"4th Quarter",223,470,27,31,"Shot","Miss","",NA,"mars",14.560219778561,-0.278299659005111,-15.9453959009229,18,0,0,10,10,170.197211626154
"302",1034,"4th Quarter",226,533,49,18,"Shot","Miss","",NA,"mars",18.0277563773199,1.51529782154918,86.8201698801358,21,0,0,3,3,204.130640940356
"303",1050,"4th Quarter",229,561,29,17,"Shot","Score","",NA,"mars",2,-1.5707963267949,-90,16,2,1,9,9.2,152.975631030752
"304",1070,"4th Quarter",232,649,10,15,"Shot","Miss","",NA,"mars",21.095023109729,1.47584462045214,84.5596679689945,24,0,0,10,10,217.408528470119
"305",1081,"4th Quarter",234,708,31,39,"Shot","Miss","",NA,"mars",22,0,0,10,0,0,11,11,84.1271858709544
"306",1100,"4th Quarter",236,765,40,35,"Shot","Miss","",NA,"mars",20.1246117974981,0.463647609000806,26.565051177078,20,0,0,11,11,209.027697268721
"307",1117,"4th Quarter",240,796,31,31,"Shot","Miss","",NA,"mars",14,0,0,0,0,0,10,10,0
"308",1128,"4th Quarter",241,811,49,26,"Shot","Miss","",NA,"mars",20.1246117974981,1.10714871779409,63.434948822922,12,0,0,5,5,63.3452127798121
"309",17,"1st Quarter",4,39,52,20,"Shot","Score","",NA,"mars",21.2132034355964,1.42889927219073,81.869897645844,19,2,1,3,3.2,206.735448882344
"310",39,"1st Quarter",10,87,29,20,"Shot","Miss","",NA,"mars",3.60555127546399,-0.588002603547568,-33.6900675259798,23,0,0,9,9,198.074442506086
"311",64,"1st Quarter",16,225,30,21,"Shot","Score","",NA,"mars",4.12310562561766,-0.244978663126864,-14.0362434679265,9,2,1,10,10.2,135.841941861277
"312",94,"1st Quarter",20,310,22,24,"Shot","Score","",NA,"mars",11.4017542509914,-0.90975315794421,-52.1250163489018,6,2,1,6,6.2,78.9387131164016
"313",110,"1st Quarter",24,372,11,19,"Shot","Miss","",NA,"mars",20.0997512422418,-1.47112767430373,-84.2894068625004,17,0,0,4,4,201.920005050401
"314",148,"1st Quarter",31,505,11,20,"Shot","Score","",NA,"mars",20.2237484161567,-1.4219063791854,-81.4692343900519,17,2,1,4,4.2,204.409610899811
"315",256,"1st Quarter",50,1012,27,18,"Shot","Miss","",NA,"mars",4.12310562561766,-1.32581766366803,-75.9637565320735,13,0,0,10,10,104.436066247275
"316",274,"1st Quarter",53,1098,35,18,"Shot","Miss","",NA,"mars",4.12310562561766,1.32581766366803,75.9637565320735,21,0,0,10,10,213.929873234398
"317",284,"1st Quarter",56,1219,47,21,"Shot","Score","",NA,"mars",16.4924225024706,1.32581766366803,75.9637565320735,9,2,1,3,3.2,151.120582373375
"318",304,"2nd Quarter",57,30,21,16,"Shot","Miss","",NA,"mars",10.0498756211209,1.47112767430373,84.2894068625004,21,0,0,10,10,184.184709430496
"319",319,"2nd Quarter",59,63,32,37,"Shot","Score","",NA,"mars",20.0249843945008,0.0499583957219428,2.86240522611175,13,2,1,11,11.2,143.695267705299
"320",335,"2nd Quarter",64,124,49,27,"Shot","Score","",NA,"mars",20.591260281974,1.06369782240256,60.9453959009229,12,2,1,5,5.2,112.496472590275
"321",356,"2nd Quarter",69,170,29,17,"Shot","Score","",NA,"mars",2,-1.5707963267949,-90,24,2,1,9,9.2,229.249562054817
"322",372,"2nd Quarter",73,203,39,34,"Shot","Miss","",NA,"mars",18.7882942280559,0.439842582815736,25.2011236454751,17,0,0,11,11,170.00517242923
"323",389,"2nd Quarter",78,254,27,17,"Shot","Score","",NA,"mars",4,-1.5707963267949,-90,12,2,1,9,9.2,122.945406151079
"324",420,"2nd Quarter",84,495,33,39,"Shot","Miss","",NA,"mars",22.0907220343745,0.0906598872007451,5.19442890773481,5,0,0,11,11,55.8246680923919
"325",432,"2nd Quarter",87,567,32,16,"Shot","Miss","",NA,"mars",1.4142135623731,-0.785398163397448,-45,10,0,0,10,10,153.466853372824
"326",447,"2nd Quarter",91,723,34,18,"Shot","Score","",NA,"mars",3.16227766016838,1.24904577239825,71.565051177078,9,2,1,9,9.2,78.5527085519992
"327",457,"2nd Quarter",93,752,29,17,"Shot","Miss","",NA,"mars",2,-1.5707963267949,-90,11,0,0,9,9,120.459089582164
"328",492,"2nd Quarter",99,864,30,17,"Shot","Miss","",NA,"mars",1,-1.5707963267949,-90,18,0,0,9,9,217.299403378094
"329",507,"2nd Quarter",103,1006,39,38,"Shot","Miss","",NA,"mars",22.4722050542442,0.363978956509644,20.8544580395783,14,0,0,11,11,160.304680244549
"330",521,"2nd Quarter",105,1035,31,18,"Shot","Score","",NA,"mars",1,0,0,14,2,1,9,9.2,146.556287300112
"331",531,"2nd Quarter",107,1065,26,34,"Shot","Miss","",NA,"mars",17.7200451466693,-0.286051441717318,-16.3895403340348,12,0,0,11,11,84.4418503576581
"332",542,"2nd Quarter",109,1097,41,17,"Shot","Miss","",NA,"mars",10,1.5707963267949,90,12,0,0,3,3,97.7950258332287
"333",558,"3rd Quarter",110,19,27,18,"Shot","Score","",NA,"mars",4.12310562561766,-1.32581766366803,-75.9637565320735,14,2,1,10,10.2,118.883622825645
"334",577,"3rd Quarter",113,64,16,23,"Shot","Miss","",NA,"mars",16.1554944214035,-1.19028994968253,-68.1985905136482,21,0,0,4,4,186.531413339675
"335",606,"3rd Quarter",121,222,18,32,"Shot","Score","",NA,"mars",19.8494332412792,-0.714090698612158,-40.9143832200251,14,2,1,6,6.2,159.915501917757
"336",631,"3rd Quarter",127,401,33,20,"Shot","Score","",NA,"mars",3.60555127546399,0.588002603547568,33.6900675259798,8,2,1,9,9.2,123.655707702852
"337",652,"3rd Quarter",129,434,41,36,"Shot","Miss","",NA,"mars",21.4709105535839,0.484477929037023,27.75854060106,20,0,0,11,11,220.611805594574
"338",697,"3rd Quarter",135,688,50,19,"Shot","Miss","",NA,"mars",19.1049731745428,1.46591938806466,83.9909940425055,12,0,0,3,3,131.681029805977
"339",711,"3rd Quarter",137,713,37,19,"Shot","Score","",NA,"mars",6.32455532033676,1.24904577239825,71.565051177078,14,2,1,10,10.2,140.11407219856
"340",716,"3rd Quarter",139,731,29,17,"Shot","Score","",NA,"mars",2,-1.5707963267949,-90,3,2,1,9,9.2,41.3333028408192
"341",737,"3rd Quarter",144,862,38,17,"Shot","TO","",NA,"mars",7,1.5707963267949,90,7,1,0,10,10.1,126.386967791929
"342",749,"3rd Quarter",146,945,32,20,"Shot","Score","",NA,"mars",3.16227766016838,0.321750554396642,18.434948822922,11,2,1,9,9.2,111.283881598528
"343",779,"3rd Quarter",153,1096,10,17,"Shot","Score","",NA,"mars",21,-1.5707963267949,-90,10,2,1,4,4.2,140.098963161407
"344",833,"4th Quarter",161,34,36,16,"Shot","Miss","",NA,"mars",5.09901951359278,-1.37340076694502,-78.6900675259798,19,0,0,10,10,154.84488668689
"345",865,"4th Quarter",167,145,52,18,"Shot","Miss","",NA,"mars",21.0237960416286,1.52321322351791,87.2736890060937,9,0,0,3,3,121.197436547346
"346",890,"4th Quarter",170,202,36,21,"Shot","Miss","",NA,"mars",6.40312423743285,0.896055384571344,51.3401917459099,22,0,0,10,10,225.971164103742
"347",908,"4th Quarter",176,263,36,16,"Shot","Score","",NA,"mars",5.09901951359278,-1.37340076694502,-78.6900675259798,5,2,1,10,10.2,76.4435021051339
"348",942,"4th Quarter",180,458,9,26,"Shot","Score","",NA,"mars",23.7697286480094,-1.18247760862243,-67.7509763427876,16,2,1,6,6.2,168.904409159303
"349",965,"4th Quarter",182,512,27,23,"Shot","Miss","",NA,"mars",7.21110255092798,-0.588002603547568,-33.6900675259798,25,0,0,10,10,249.478430625506
